연도,월,지역명,평당분양가격,전용면적
2017,8,부산,12018.599999999999,102㎡~
2017,8,대구,13180.199999999999,모든면적
2017,8,대구,10764.599999999999,60㎡
2017,8,대구,13176.9,60㎡~85㎡
2017,8,대구,,85㎡~102㎡
2017,8,대구,15549.599999999999,102㎡~
2017,8,광주,9579.9,모든면적
2017,8,광주,,60㎡
2017,8,광주,9537.0,60㎡~85㎡
2017,8,광주,9504.0,85㎡~102㎡
2017,8,광주,11081.4,102㎡~
2017,8,대전,9035.4,모든면적
2017,8,대전,9401.699999999999,60㎡
2017,8,대전,8906.699999999999,60㎡~85㎡
2017,8,대전,9352.199999999999,85㎡~102㎡
2017,8,대전,14282.4,102㎡~
2017,8,울산,11820.599999999999,모든면적
2017,8,울산,9583.199999999999,60㎡
2017,8,울산,11860.199999999999,60㎡~85㎡
2017,8,울산,,85㎡~102㎡
2017,8,울산,10352.099999999999,102㎡~
2017,8,세종,9022.199999999999,모든면적
2017,8,세종,9170.699999999999,60㎡
2017,8,세종,8919.9,60㎡~85㎡
2017,8,세종,9197.1,85㎡~102㎡
2017,8,세종,8972.699999999999,102㎡~
2017,8,강원,7484.4,모든면적
2017,8,강원,7398.599999999999,60㎡
2017,8,강원,7487.7,60㎡~85㎡
2017,8,강원,7329.299999999999,85㎡~102㎡
2017,8,강원,7923.299999999999,102㎡~
2017,8,충북,6765.0,모든면적
2017,8,충북,7134.599999999999,60㎡
2017,8,충북,6758.4,60㎡~85㎡
2017,8,충북,8457.9,85㎡~102㎡
2017,8,충북,8250.0,102㎡~
2017,8,충남,7448.099999999999,모든면적
2017,8,충남,7682.4,60㎡
2017,8,충남,7487.7,60㎡~85㎡
2017,8,충남,9777.9,85㎡~102㎡
2017,8,충남,8655.9,102㎡~
2017,8,전북,7289.7,모든면적
2017,8,전북,7761.599999999999,60㎡
2017,8,전북,7296.299999999999,60㎡~85㎡
2017,8,전북,8104.799999999999,85㎡~102㎡
2017,8,전북,7527.299999999999,102㎡~
2017,8,전남,7306.2,모든면적
2017,8,전남,7098.299999999999,60㎡
2017,8,전남,7329.299999999999,60㎡~85㎡
2017,8,전남,7560.299999999999,85㎡~102㎡
2017,8,전남,7250.099999999999,102㎡~
2017,8,경북,8055.299999999999,모든면적
2017,8,경북,8269.8,60㎡
2017,8,경북,8005.799999999999,60㎡~85㎡
2017,8,경북,9461.1,85㎡~102㎡
2017,8,경북,8659.199999999999,102㎡~
2017,8,경남,8299.5,모든면적
2017,8,경남,8655.9,60㎡
2017,8,경남,8246.699999999999,60㎡~85㎡
2017,8,경남,10038.6,85㎡~102㎡
2017,8,경남,9464.4,102㎡~
2017,8,제주,11005.5,모든면적
2017,8,제주,17001.6,60㎡
2017,8,제주,10791.0,60㎡~85㎡
2017,8,제주,15869.699999999999,85㎡~102㎡
2017,8,제주,15840.0,102㎡~
2017,9,서울,21473.1,모든면적
2017,9,서울,22331.1,60㎡
2017,9,서울,19595.399999999998,60㎡~85㎡
2017,9,서울,26027.1,85㎡~102㎡
2017,9,서울,22073.699999999997,102㎡~
2017,9,인천,10896.599999999999,모든면적
2017,9,인천,10989.0,60㎡
2017,9,인천,10913.099999999999,60㎡~85㎡
2017,9,인천,11477.4,85㎡~102㎡
2017,9,인천,16453.8,102㎡~
2017,9,경기,11972.4,모든면적
2017,9,경기,12876.599999999999,60㎡
2017,9,경기,11883.3,60㎡~85㎡
2017,9,경기,12196.8,85㎡~102㎡
2017,9,경기,13348.5,102㎡~
2017,9,부산,11860.199999999999,모든면적
2017,9,부산,11441.099999999999,60㎡
2017,9,부산,11741.4,60㎡~85㎡
2017,9,부산,11358.599999999999,85㎡~102㎡
2017,9,부산,11998.8,102㎡~
2017,9,대구,12668.699999999999,모든면적
2017,9,대구,11398.199999999999,60㎡
2017,9,대구,12619.199999999999,60㎡~85㎡
2017,9,대구,,85㎡~102㎡
2017,9,대구,13440.9,102㎡~
2017,9,광주,9718.5,모든면적
2017,9,광주,,60㎡
2017,9,광주,9685.5,60㎡~85㎡
2017,9,광주,9504.0,85㎡~102㎡
2017,9,광주,10022.1,102㎡~
2017,9,대전,9550.199999999999,모든면적
2017,9,대전,9962.699999999999,60㎡
2017,9,대전,9428.1,60㎡~85㎡
2017,9,대전,9352.199999999999,85㎡~102㎡
2017,9,대전,14282.4,102㎡~
2017,9,울산,11820.599999999999,모든면적
2017,9,울산,9583.199999999999,60㎡
2017,9,울산,11860.199999999999,60㎡~85㎡
2017,9,울산,,85㎡~102㎡
2017,9,울산,10352.099999999999,102㎡~
2017,9,세종,9101.4,모든면적
2017,9,세종,9249.9,60㎡
2017,9,세종,8857.199999999999,60㎡~85㎡
2017,9,세종,9226.8,85㎡~102㎡
2017,9,세종,9236.699999999999,102㎡~
2017,9,강원,7375.5,모든면적
2017,9,강원,7382.099999999999,60㎡
2017,9,강원,7342.5,60㎡~85㎡
2017,9,강원,7329.299999999999,85㎡~102㎡
2017,9,강원,7652.7,102㎡~
2017,9,충북,6778.2,모든면적
2017,9,충북,7134.599999999999,60㎡
2017,9,충북,6774.9,60㎡~85㎡
2017,9,충북,8457.9,85㎡~102㎡
2017,9,충북,8250.0,102㎡~
2017,9,충남,7448.099999999999,모든면적
2017,9,충남,7682.4,60㎡
2017,9,충남,7487.7,60㎡~85㎡
2017,9,충남,9777.9,85㎡~102㎡
2017,9,충남,8655.9,102㎡~
2017,9,전북,7322.7,모든면적
2017,9,전북,7570.2,60㎡
2017,9,전북,7322.7,60㎡~85㎡
2017,9,전북,,85㎡~102㎡
2017,9,전북,7055.4,102㎡~
2017,9,전남,7306.2,모든면적
2017,9,전남,7098.299999999999,60㎡
2017,9,전남,7329.299999999999,60㎡~85㎡
2017,9,전남,7560.299999999999,85㎡~102㎡
2017,9,전남,7250.099999999999,102㎡~
2017,9,경북,8015.7,모든면적
2017,9,경북,8210.4,60㎡
2017,9,경북,7962.9,60㎡~85㎡
2017,9,경북,9461.1,85㎡~102㎡
2017,9,경북,9797.699999999999,102㎡~
2017,9,경남,8283.0,모든면적
2017,9,경남,8655.9,60㎡
2017,9,경남,8230.199999999999,60㎡~85㎡
2017,9,경남,13143.9,85㎡~102㎡
2017,9,경남,10388.4,102㎡~
2017,9,제주,10632.599999999999,모든면적
2017,9,제주,17754.0,60㎡
2017,9,제주,10395.0,60㎡~85㎡
2017,9,제주,,85㎡~102㎡
2017,9,제주,,102㎡~
2017,10,서울,21707.399999999998,모든면적
2017,10,서울,22489.5,60㎡
2017,10,서울,19582.2,60㎡~85㎡
2017,10,서울,24004.199999999997,85㎡~102㎡
2017,10,서울,21644.699999999997,102㎡~
2017,10,인천,10890.0,모든면적
2017,10,인천,10989.0,60㎡
2017,10,인천,10909.8,60㎡~85㎡
2017,10,인천,11368.5,85㎡~102㎡
2017,10,인천,15955.5,102㎡~
2017,10,경기,11962.5,모든면적
2017,10,경기,12635.699999999999,60㎡
2017,10,경기,11794.199999999999,60㎡~85㎡
2017,10,경기,12437.699999999999,85㎡~102㎡
2017,10,경기,13229.699999999999,102㎡~
2017,10,부산,12285.9,모든면적
2017,10,부산,11837.099999999999,60㎡
2017,10,부산,12325.5,60㎡~85㎡
2017,10,부산,11398.199999999999,85㎡~102㎡
2017,10,부산,11711.699999999999,102㎡~
2017,10,대구,12668.699999999999,모든면적
2017,10,대구,11398.199999999999,60㎡
2017,10,대구,12619.199999999999,60㎡~85㎡
2017,10,대구,,85㎡~102㎡
2017,10,대구,13440.9,102㎡~
2017,10,광주,9609.6,모든면적
2017,10,광주,9160.8,60㎡
2017,10,광주,9589.8,60㎡~85㎡
2017,10,광주,9504.0,85㎡~102㎡
2017,10,광주,9952.8,102㎡~
2017,10,대전,9005.699999999999,모든면적
2017,10,대전,9005.699999999999,60㎡
2017,10,대전,8959.5,60㎡~85㎡
2017,10,대전,10121.1,85㎡~102㎡
2017,10,대전,,102㎡~
2017,10,울산,11170.5,모든면적
2017,10,울산,9583.199999999999,60㎡
2017,10,울산,11180.4,60㎡~85㎡
2017,10,울산,,85㎡~102㎡
2017,10,울산,9111.3,102㎡~
2017,10,세종,9104.699999999999,모든면적
2017,10,세종,9108.0,60㎡
2017,10,세종,8985.9,60㎡~85㎡
2017,10,세종,9207.0,85㎡~102㎡
2017,10,세종,9197.1,102㎡~
2017,10,강원,7520.7,모든면적
2017,10,강원,7342.5,60㎡
2017,10,강원,7477.799999999999,60㎡~85㎡
2017,10,강원,6639.599999999999,85㎡~102㎡
2017,10,강원,7893.599999999999,102㎡~
2017,10,충북,6798.0,모든면적
2017,10,충북,7134.599999999999,60㎡
2017,10,충북,6791.4,60㎡~85㎡
2017,10,충북,8457.9,85㎡~102㎡
2017,10,충북,8250.0,102㎡~
2017,10,충남,7533.9,모든면적
2017,10,충남,7926.599999999999,60㎡
2017,10,충남,7583.4,60㎡~85㎡
2017,10,충남,9777.9,85㎡~102㎡
2017,10,충남,8655.9,102㎡~
2017,10,전북,7200.599999999999,모든면적
2017,10,전북,7454.7,60㎡
2017,10,전북,7170.9,60㎡~85㎡
2017,10,전북,,85㎡~102㎡
2017,10,전북,7055.4,102㎡~
2017,10,전남,7606.5,모든면적
2017,10,전남,7936.5,60㎡
2017,10,전남,7471.2,60㎡~85㎡
2017,10,전남,7560.299999999999,85㎡~102㎡
2017,10,전남,7903.5,102㎡~
2017,10,경북,7811.099999999999,모든면적
2017,10,경북,7797.9,60㎡
2017,10,경북,7774.799999999999,60㎡~85㎡
2017,10,경북,9461.1,85㎡~102㎡
2017,10,경북,9797.699999999999,102㎡~
2017,10,경남,8038.799999999999,모든면적
2017,10,경남,8520.6,60㎡
2017,10,경남,7966.2,60㎡~85㎡
2017,10,경남,9804.3,85㎡~102㎡
2017,10,경남,9847.199999999999,102㎡~
2017,10,제주,10632.599999999999,모든면적
2017,10,제주,17754.0,60㎡
2017,10,제주,10395.0,60㎡~85㎡
2017,10,제주,,85㎡~102㎡
2017,10,제주,,102㎡~
2017,11,서울,21968.1,모든면적
2017,11,서울,22872.3,60㎡
2017,11,서울,19466.7,60㎡~85㎡
2017,11,서울,24126.3,85㎡~102㎡
2017,11,서울,22704.0,102㎡~
2017,11,인천,10890.0,모든면적
2017,11,인천,10989.0,60㎡
2017,11,인천,10909.8,60㎡~85㎡
2017,11,인천,11368.5,85㎡~102㎡
2017,11,인천,15955.5,102㎡~
2017,11,경기,11738.099999999999,모든면적
2017,11,경기,12295.8,60㎡
2017,11,경기,11639.099999999999,60㎡~85㎡
2017,11,경기,12035.099999999999,85㎡~102㎡
2017,11,경기,13289.099999999999,102㎡~
2017,11,부산,12606.0,모든면적
2017,11,부산,12276.0,60㎡
2017,11,부산,12467.4,60㎡~85㎡
2017,11,부산,12256.199999999999,85㎡~102㎡
2017,11,부산,12813.9,102㎡~
2017,11,대구,12071.4,모든면적
2017,11,대구,11437.8,60㎡
2017,11,대구,12058.199999999999,60㎡~85㎡
2017,11,대구,,85㎡~102㎡
2017,11,대구,12464.099999999999,102㎡~
2017,11,광주,9553.5,모든면적
2017,11,광주,9160.8,60㎡
2017,11,광주,9530.4,60㎡~85㎡
2017,11,광주,,85㎡~102㎡
2017,11,광주,9454.5,102㎡~
2017,11,대전,9180.6,모든면적
2017,11,대전,8886.9,60㎡
2017,11,대전,9117.9,60㎡~85㎡
2017,11,대전,10121.1,85㎡~102㎡
2017,11,대전,,102㎡~
2017,11,울산,11134.199999999999,모든면적
2017,11,울산,9583.199999999999,60㎡
2017,11,울산,11147.4,60㎡~85㎡
2017,11,울산,,85㎡~102㎡
2017,11,울산,9111.3,102㎡~
2017,11,세종,9108.0,모든면적
2017,11,세종,9108.0,60㎡
2017,11,세종,8985.9,60㎡~85㎡
2017,11,세종,9207.0,85㎡~102㎡
2017,11,세종,9279.6,102㎡~
2017,11,강원,7652.7,모든면적
2017,11,강원,7398.599999999999,60㎡
2017,11,강원,7619.7,60㎡~85㎡
2017,11,강원,7335.9,85㎡~102㎡
2017,11,강원,9078.3,102㎡~
2017,11,충북,6854.099999999999,모든면적
2017,11,충북,7269.9,60㎡
2017,11,충북,6850.799999999999,60㎡~85㎡
2017,11,충북,7494.299999999999,85㎡~102㎡
2017,11,충북,8263.199999999999,102㎡~
2017,11,충남,7451.4,모든면적
2017,11,충남,7929.9,60㎡
2017,11,충남,7494.299999999999,60㎡~85㎡
2017,11,충남,,85㎡~102㎡
2017,11,충남,7533.9,102㎡~
2017,11,전북,7260.0,모든면적
2017,11,전북,7454.7,60㎡
2017,11,전북,7233.599999999999,60㎡~85㎡
2017,11,전북,,85㎡~102㎡
2017,11,전북,8055.299999999999,102㎡~
2017,11,전남,7883.7,모든면적
2017,11,전남,7821.0,60㎡
2017,11,전남,7797.9,60㎡~85㎡
2017,11,전남,7560.299999999999,85㎡~102㎡
2017,11,전남,8220.3,102㎡~
2017,11,경북,7887.0,모든면적
2017,11,경북,7943.099999999999,60㎡
2017,11,경북,7863.9,60㎡~85㎡
2017,11,경북,,85㎡~102㎡
2017,11,경북,9850.5,102㎡~
2017,11,경남,8649.3,모든면적
2017,11,경남,8976.0,60㎡
2017,11,경남,8517.3,60㎡~85㎡
2017,11,경남,9616.199999999999,85㎡~102㎡
2017,11,경남,9365.4,102㎡~
2017,11,제주,11748.0,모든면적
2017,11,제주,17754.0,60㎡
2017,11,제주,11474.099999999999,60㎡~85㎡
2017,11,제주,,85㎡~102㎡
2017,11,제주,,102㎡~
2017,12,서울,22129.8,모든면적
2017,12,서울,23116.5,60㎡
2017,12,서울,19364.399999999998,60㎡~85㎡
2017,12,서울,24677.399999999998,85㎡~102㎡
2017,12,서울,22822.8,102㎡~
2017,12,인천,10949.4,모든면적
2017,12,인천,11068.199999999999,60㎡
2017,12,인천,10969.199999999999,60㎡~85㎡
2017,12,인천,11477.4,85㎡~102㎡
2017,12,인천,15955.5,102㎡~
2017,12,경기,11936.099999999999,모든면적
2017,12,경기,12635.699999999999,60㎡
2017,12,경기,11721.599999999999,60㎡~85㎡
2017,12,경기,12196.8,85㎡~102㎡
2017,12,경기,13632.3,102㎡~
2017,12,부산,12678.599999999999,모든면적
2017,12,부산,12332.099999999999,60㎡
2017,12,부산,12549.9,60㎡~85㎡
2017,12,부산,12183.599999999999,85㎡~102㎡
2017,12,부산,12767.699999999999,102㎡~
2017,12,대구,11751.3,모든면적
2017,12,대구,11437.8,60㎡
2017,12,대구,11761.199999999999,60㎡~85㎡
2017,12,대구,,85㎡~102㎡
2017,12,대구,11691.9,102㎡~
2017,12,광주,9556.8,모든면적
2017,12,광주,9160.8,60㎡
2017,12,광주,9537.0,60㎡~85㎡
2017,12,광주,,85㎡~102㎡
2017,12,광주,9454.5,102㎡~
2017,12,대전,8929.8,모든면적
2017,12,대전,8672.4,60㎡
2017,12,대전,8877.0,60㎡~85㎡
2017,12,대전,10121.1,85㎡~102㎡
2017,12,대전,,102㎡~
2017,12,울산,10434.599999999999,모든면적
2017,12,울산,,60㎡
2017,12,울산,10434.599999999999,60㎡~85㎡
2017,12,울산,,85㎡~102㎡
2017,12,울산,,102㎡~
2017,12,세종,10431.3,모든면적
2017,12,세종,,60㎡
2017,12,세종,10441.199999999999,60㎡~85㎡
2017,12,세종,10226.699999999999,85㎡~102㎡
2017,12,세종,10649.099999999999,102㎡~
2017,12,강원,7596.599999999999,모든면적
2017,12,강원,7269.9,60㎡
2017,12,강원,7566.9,60㎡~85㎡
2017,12,강원,7388.7,85㎡~102㎡
2017,12,강원,8906.699999999999,102㎡~
2017,12,충북,6854.099999999999,모든면적
2017,12,충북,7269.9,60㎡
2017,12,충북,6850.799999999999,60㎡~85㎡
2017,12,충북,7494.299999999999,85㎡~102㎡
2017,12,충북,8263.199999999999,102㎡~
2017,12,충남,7778.099999999999,모든면적
2017,12,충남,8269.8,60㎡
2017,12,충남,7830.9,60㎡~85㎡
2017,12,충남,,85㎡~102㎡
2017,12,충남,7533.9,102㎡~
2017,12,전북,7345.799999999999,모든면적
2017,12,전북,7454.7,60㎡
2017,12,전북,7309.5,60㎡~85㎡
2017,12,전북,7329.299999999999,85㎡~102㎡
2017,12,전북,8028.9,102㎡~
2017,12,전남,7920.0,모든면적
2017,12,전남,8009.099999999999,60㎡
2017,12,전남,7860.599999999999,60㎡~85㎡
2017,12,전남,7560.299999999999,85㎡~102㎡
2017,12,전남,7995.9,102㎡~
2017,12,경북,7887.0,모든면적
2017,12,경북,7943.099999999999,60㎡
2017,12,경북,7863.9,60㎡~85㎡
2017,12,경북,,85㎡~102㎡
2017,12,경북,9850.5,102㎡~
2017,12,경남,8896.8,모든면적
2017,12,경남,9187.199999999999,60㎡
2017,12,경남,8797.8,60㎡~85㎡
2017,12,경남,9616.199999999999,85㎡~102㎡
2017,12,경남,9358.8,102㎡~
2017,12,제주,11807.4,모든면적
2017,12,제주,17754.0,60㎡
2017,12,제주,11441.099999999999,60㎡~85㎡
2017,12,제주,,85㎡~102㎡
2017,12,제주,9995.699999999999,102㎡~
2018,1,서울,21855.899999999998,모든면적
2018,1,서울,22763.399999999998,60㎡
2018,1,서울,19328.1,60㎡~85㎡
2018,1,서울,24677.399999999998,85㎡~102㎡
2018,1,서울,22822.8,102㎡~
2018,1,인천,10998.9,모든면적
2018,1,인천,11140.8,60㎡
2018,1,인천,10969.199999999999,60㎡~85㎡
2018,1,인천,11477.4,85㎡~102㎡
2018,1,인천,15955.5,102㎡~
2018,1,경기,12691.8,모든면적
2018,1,경기,13592.699999999999,60㎡
2018,1,경기,12516.9,60㎡~85㎡
2018,1,경기,14355.0,85㎡~102㎡
2018,1,경기,15285.599999999999,102㎡~
2018,1,부산,12678.599999999999,모든면적
2018,1,부산,12332.099999999999,60㎡
2018,1,부산,12549.9,60㎡~85㎡
2018,1,부산,12183.599999999999,85㎡~102㎡
2018,1,부산,12767.699999999999,102㎡~
2018,1,대구,11830.5,모든면적
2018,1,대구,11619.3,60㎡
2018,1,대구,11837.099999999999,60㎡~85㎡
2018,1,대구,,85㎡~102㎡
2018,1,대구,11691.9,102㎡~
2018,1,광주,9550.199999999999,모든면적
2018,1,광주,9160.8,60㎡
2018,1,광주,9527.1,60㎡~85㎡
2018,1,광주,,85㎡~102㎡
2018,1,광주,9454.5,102㎡~
2018,1,대전,9055.199999999999,모든면적
2018,1,대전,8672.4,60㎡
2018,1,대전,9075.0,60㎡~85㎡
2018,1,대전,10121.1,85㎡~102㎡
2018,1,대전,,102㎡~
2018,1,울산,10434.599999999999,모든면적
2018,1,울산,,60㎡
2018,1,울산,10434.599999999999,60㎡~85㎡
2018,1,울산,,85㎡~102㎡
2018,1,울산,,102㎡~
2018,1,세종,10431.3,모든면적
2018,1,세종,,60㎡
2018,1,세종,10441.199999999999,60㎡~85㎡
2018,1,세종,10226.699999999999,85㎡~102㎡
2018,1,세종,10649.099999999999,102㎡~
2018,1,강원,7669.2,모든면적
2018,1,강원,7312.799999999999,60㎡
2018,1,강원,7662.599999999999,60㎡~85㎡
2018,1,강원,8550.3,85㎡~102㎡
2018,1,강원,8923.199999999999,102㎡~
2018,1,충북,6854.099999999999,모든면적
2018,1,충북,7269.9,60㎡
2018,1,충북,6850.799999999999,60㎡~85㎡
2018,1,충북,7494.299999999999,85㎡~102㎡
2018,1,충북,8263.199999999999,102㎡~
2018,1,충남,7900.2,모든면적
2018,1,충남,7989.299999999999,60㎡
2018,1,충남,7949.7,60㎡~85㎡
2018,1,충남,,85㎡~102㎡
2018,1,충남,7533.9,102㎡~
2018,1,전북,7345.799999999999,모든면적
2018,1,전북,7454.7,60㎡
2018,1,전북,7309.5,60㎡~85㎡
2018,1,전북,7329.299999999999,85㎡~102㎡
2018,1,전북,8028.9,102㎡~
2018,1,전남,7920.0,모든면적
2018,1,전남,8009.099999999999,60㎡
2018,1,전남,7854.0,60㎡~85㎡
2018,1,전남,8114.7,85㎡~102㎡
2018,1,전남,8111.4,102㎡~
2018,1,경북,8055.299999999999,모든면적
2018,1,경북,8332.5,60㎡
2018,1,경북,8035.5,60㎡~85㎡
2018,1,경북,,85㎡~102㎡
2018,1,경북,9461.1,102㎡~
2018,1,경남,8896.8,모든면적
2018,1,경남,9187.199999999999,60㎡
2018,1,경남,8797.8,60㎡~85㎡
2018,1,경남,9616.199999999999,85㎡~102㎡
2018,1,경남,9358.8,102㎡~
2018,1,제주,11998.8,모든면적
2018,1,제주,17754.0,60㎡
2018,1,제주,11589.599999999999,60㎡~85㎡
2018,1,제주,,85㎡~102㎡
2018,1,제주,9995.699999999999,102㎡~
2018,2,서울,21882.3,모든면적
2018,2,서울,22793.1,60㎡
2018,2,서울,21030.899999999998,60㎡~85㎡
2018,2,서울,24733.5,85㎡~102㎡
2018,2,서울,22799.699999999997,102㎡~
2018,2,인천,11028.599999999999,모든면적
2018,2,인천,11328.9,60㎡
2018,2,인천,11015.4,60㎡~85㎡
2018,2,인천,11477.4,85㎡~102㎡
2018,2,인천,15955.5,102㎡~
2018,2,경기,12790.8,모든면적
2018,2,경기,14011.8,60㎡
2018,2,경기,12625.8,60㎡~85㎡
2018,2,경기,14358.3,85㎡~102㎡
2018,2,경기,15361.5,102㎡~
2018,2,부산,12705.0,모든면적
2018,2,부산,12355.199999999999,60㎡
2018,2,부산,12579.599999999999,60㎡~85㎡
2018,2,부산,12183.599999999999,85㎡~102㎡
2018,2,부산,12767.699999999999,102㎡~
2018,2,대구,11101.199999999999,모든면적
2018,2,대구,11619.3,60㎡
2018,2,대구,11104.5,60㎡~85㎡
2018,2,대구,,85㎡~102㎡
2018,2,대구,11691.9,102㎡~
2018,2,광주,9550.199999999999,모든면적
2018,2,광주,9160.8,60㎡
2018,2,광주,9527.1,60㎡~85㎡
2018,2,광주,,85㎡~102㎡
2018,2,광주,9454.5,102㎡~
2018,2,대전,9527.1,모든면적
2018,2,대전,8243.4,60㎡
2018,2,대전,9510.6,60㎡~85㎡
2018,2,대전,10121.1,85㎡~102㎡
2018,2,대전,,102㎡~
2018,2,울산,10474.199999999999,모든면적
2018,2,울산,,60㎡
2018,2,울산,10474.199999999999,60㎡~85㎡
2018,2,울산,,85㎡~102㎡
2018,2,울산,,102㎡~
2018,2,세종,10431.3,모든면적
2018,2,세종,,60㎡
2018,2,세종,10441.199999999999,60㎡~85㎡
2018,2,세종,10226.699999999999,85㎡~102㎡
2018,2,세종,10649.099999999999,102㎡~
2018,2,강원,7665.9,모든면적
2018,2,강원,7431.599999999999,60㎡
2018,2,강원,7656.0,60㎡~85㎡
2018,2,강원,8563.5,85㎡~102㎡
2018,2,강원,9424.8,102㎡~
2018,2,충북,7147.799999999999,모든면적
2018,2,충북,7748.4,60㎡
2018,2,충북,7144.5,60㎡~85㎡
2018,2,충북,7494.299999999999,85㎡~102㎡
2018,2,충북,8200.5,102㎡~
2018,2,충남,7900.2,모든면적
2018,2,충남,7989.299999999999,60㎡
2018,2,충남,7949.7,60㎡~85㎡
2018,2,충남,,85㎡~102㎡
2018,2,충남,7533.9,102㎡~
2018,2,전북,7500.9,모든면적
2018,2,전북,7203.9,60㎡
2018,2,전북,7461.299999999999,60㎡~85㎡
2018,2,전북,7329.299999999999,85㎡~102㎡
2018,2,전북,8012.4,102㎡~
2018,2,전남,7774.799999999999,모든면적
2018,2,전남,7352.4,60㎡
2018,2,전남,7712.099999999999,60㎡~85㎡
2018,2,전남,8114.7,85㎡~102㎡
2018,2,전남,7979.4,102㎡~
2018,2,경북,8055.299999999999,모든면적
2018,2,경북,8332.5,60㎡
2018,2,경북,8035.5,60㎡~85㎡
2018,2,경북,,85㎡~102㎡
2018,2,경북,9461.1,102㎡~
2018,2,경남,8903.4,모든면적
2018,2,경남,9187.199999999999,60㎡
2018,2,경남,8820.9,60㎡~85㎡
2018,2,경남,9616.199999999999,85㎡~102㎡
2018,2,경남,9358.8,102㎡~
2018,2,제주,12635.699999999999,모든면적
2018,2,제주,18024.6,60㎡
2018,2,제주,11688.599999999999,60㎡~85㎡
2018,2,제주,,85㎡~102㎡
2018,2,제주,9995.699999999999,102㎡~
2018,3,서울,22558.8,모든면적
2018,3,서울,23736.899999999998,60㎡
2018,3,서울,21624.899999999998,60㎡~85㎡
2018,3,서울,25815.899999999998,85㎡~102㎡
2018,3,서울,23898.6,102㎡~
2018,3,인천,11408.099999999999,모든면적
2018,3,인천,12388.199999999999,60㎡
2018,3,인천,11378.4,60㎡~85㎡
2018,3,인천,11203.5,85㎡~102㎡
2018,3,인천,15955.5,102㎡~
2018,3,경기,12790.8,모든면적
2018,3,경기,14018.4,60㎡
2018,3,경기,12625.8,60㎡~85㎡
2018,3,경기,14091.0,85㎡~102㎡
2018,3,경기,15315.3,102㎡~
2018,3,부산,12596.099999999999,모든면적
2018,3,부산,12058.199999999999,60㎡
2018,3,부산,12503.699999999999,60㎡~85㎡
2018,3,부산,12183.599999999999,85㎡~102㎡
2018,3,부산,12639.0,102㎡~
2018,3,대구,11193.599999999999,모든면적
2018,3,대구,11619.3,60㎡
2018,3,대구,11233.199999999999,60㎡~85㎡
2018,3,대구,,85㎡~102㎡
2018,3,대구,11691.9,102㎡~
2018,3,광주,9669.0,모든면적
2018,3,광주,9160.8,60㎡
2018,3,광주,9649.199999999999,60㎡~85㎡
2018,3,광주,,85㎡~102㎡
2018,3,광주,9454.5,102㎡~
2018,3,대전,9527.1,모든면적
2018,3,대전,8243.4,60㎡
2018,3,대전,9510.6,60㎡~85㎡
2018,3,대전,10121.1,85㎡~102㎡
2018,3,대전,,102㎡~
2018,3,울산,10474.199999999999,모든면적
2018,3,울산,,60㎡
2018,3,울산,10474.199999999999,60㎡~85㎡
2018,3,울산,,85㎡~102㎡
2018,3,울산,,102㎡~
2018,3,세종,10431.3,모든면적
2018,3,세종,,60㎡
2018,3,세종,10441.199999999999,60㎡~85㎡
2018,3,세종,10226.699999999999,85㎡~102㎡
2018,3,세종,10649.099999999999,102㎡~
2018,3,강원,7890.299999999999,모든면적
2018,3,강원,7487.7,60㎡
2018,3,강원,7877.099999999999,60㎡~85㎡
2018,3,강원,9339.0,85㎡~102㎡
2018,3,강원,9645.9,102㎡~
2018,3,충북,8101.5,모든면적
2018,3,충북,7748.4,60㎡
2018,3,충북,8104.799999999999,60㎡~85㎡
2018,3,충북,8154.299999999999,85㎡~102㎡
2018,3,충북,8190.599999999999,102㎡~
2018,3,충남,7900.2,모든면적
2018,3,충남,7989.299999999999,60㎡
2018,3,충남,7949.7,60㎡~85㎡
2018,3,충남,,85㎡~102㎡
2018,3,충남,7533.9,102㎡~
2018,3,전북,7467.9,모든면적
2018,3,전북,7203.9,60㎡
2018,3,전북,7425.0,60㎡~85㎡
2018,3,전북,7329.299999999999,85㎡~102㎡
2018,3,전북,8012.4,102㎡~
2018,3,전남,7748.4,모든면적
2018,3,전남,7352.4,60㎡
2018,3,전남,7708.799999999999,60㎡~85㎡
2018,3,전남,8669.1,85㎡~102㎡
2018,3,전남,8061.9,102㎡~
2018,3,경북,8052.0,모든면적
2018,3,경북,8332.5,60㎡
2018,3,경북,7989.299999999999,60㎡~85㎡
2018,3,경북,,85㎡~102㎡
2018,3,경북,9200.4,102㎡~
2018,3,경남,8900.1,모든면적
2018,3,경남,9197.1,60㎡
2018,3,경남,8817.6,60㎡~85㎡
2018,3,경남,9428.1,85㎡~102㎡
2018,3,경남,9560.1,102㎡~
2018,3,제주,12952.5,모든면적
2018,3,제주,18024.6,60㎡
2018,3,제주,12008.699999999999,60㎡~85㎡
2018,3,제주,,85㎡~102㎡
2018,3,제주,9995.699999999999,102㎡~
2018,4,서울,22575.3,모든면적
2018,4,서울,23746.8,60㎡
2018,4,서울,21648.0,60㎡~85㎡
2018,4,서울,25815.899999999998,85㎡~102㎡
2018,4,서울,23898.6,102㎡~
2018,4,인천,11408.099999999999,모든면적
2018,4,인천,12388.199999999999,60㎡
2018,4,인천,11378.4,60㎡~85㎡
