Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
6356,-5,-3,0,12.33543,0,0,0,0,57.52143,30.14314,0,0,0,0,0,0.7125,424.9187,137.1478219,118.3114698,0.14318284,0.124014667,-18.50604962,1.693644898,0.254997276,3,Zr/Cu/Ti
6357,-5,-1,0,12.17657,0,0,0,0,58.07857,29.74486,0,0,0,0,0,0.69825,418.3062,132.3132838,113.7019799,0.14298388,0.123961749,-18.43927017,1.696359902,0.254397703,3,Zr/Cu/Ti
6358,-5,1,0,12.01771,0,0,0,0,58.63571,29.34657,0,0,0,0,0,0.69825,419.8333,132.7963166,114.4100652,0.142784905,0.123892607,-18.36776516,1.699074773,0.253767642,3,Zr/Cu/Ti
6359,-5,3,0,11.85886,0,0,0,0,59.19286,28.94829,0,0,0,0,0,0.679,429.5,132.1086165,113.947409,0.142585975,0.123807058,-18.29155053,1.701790129,0.253106926,3,Zr/Cu/Ti
6360,-5,5,0,11.7,0,0,0,0,59.75,28.55,0,0,0,0,0,0.68275,439.1667,135.8280022,117.8918472,0.142387,0.123704961,-18.210605,1.704505,0.252415243,3,Zr/Cu/Ti
6361,-5,7,0,11.26,0,0,0,0,61.17,27.57,0,0,0,0,0,0.66275,448.8333,134.7513141,117.3887115,0.1418778,0.123350792,-17.9949906,1.711323,0.250606783,3,Zr/Cu/Ti
6362,-5,9,0,10.82,0,0,0,0,62.59,26.59,0,0,0,0,0,0.641,458.5,133.1360205,116.3469703,0.1413686,0.122883322,-17.7492722,1.718141,0.248598258,3,Zr/Cu/Ti
6363,-5,11,0,10.38,0,0,0,0,64.01,25.61,0,0,0,0,0,0.6435,468.1667,136.473168,120.2576702,0.1408594,0.122298825,-17.4734498,1.724959,0.246384777,3,Zr/Cu/Ti
6364,-5,13,0,9.94,0,0,0,0,65.43,24.63,0,0,0,0,0,0.621,477.8333,134.4207191,118.7787737,0.1403502,0.121593124,-17.1675234,1.731777,0.24396076,3,Zr/Cu/Ti
6365,-5,15,0,9.5,0,0,0,0,66.85,23.65,0,0,0,0,0,0.607,487.5,134.0483625,118.9799695,0.139841,0.120761529,-16.831493,1.738595,0.241319862,3,Zr/Cu/Ti
6366,-5,17,0,9.06,0,0,0,0,68.27,22.67,0,0,0,0,0,0.607,497.1667,136.7064247,122.2115841,0.1393318,0.11979878,-16.4653586,1.745413,0.238454879,3,Zr/Cu/Ti
6367,-5,19,0,8.62,0,0,0,0,69.69,21.69,0,0,0,0,0,0.594,506.8333,136.379718,122.4584298,0.1388226,0.118698962,-16.0691202,1.752231,0.235357627,3,Zr/Cu/Ti
6368,-5,21,0,8.18,0,0,0,0,71.11,20.71,0,0,0,0,0,0.579,516.5,135.4712355,122.1234997,0.1383134,0.117455411,-15.6427778,1.759049,0.232018804,3,Zr/Cu/Ti
6369,-5,23,0,7.74,0,0,0,0,72.53,19.73,0,0,0,0,0,0.584,526.1667,139.1984528,126.4242694,0.1378042,0.1160606,-15.1863314,1.765867,0.228427819,3,Zr/Cu/Ti
6370,-5,25,0,7.3,0,0,0,0,73.95,18.75,0,0,0,0,0,0.586,535.8333,142.2412362,130.0406052,0.137295,0.114505988,-14.699781,1.772685,0.224572574,3,Zr/Cu/Ti
6371,-5,27,0,6.86,0,0,0,0,75.37,17.77,0,0,0,0,0,0.566,545.5,139.865109,128.2380304,0.1367858,0.112781841,-14.1831266,1.779503,0.220439205,3,Zr/Cu/Ti
6372,-5,29,0,6.42,0,0,0,0,76.79,16.79,0,0,0,0,0,0.569,555.1667,143.0981031,132.0445769,0.1362766,0.110876997,-13.6363682,1.786321,0.216011747,3,Zr/Cu/Ti
6373,-5,31,0,5.985556,0,0,0,0,78.23551,15.77894,0,0,0,0,0,0.5985,566.3262,153.5426425,143.0729834,0.13575907,0.108750161,-13.04297434,1.793300599,0.211124765,3,Zr/Cu/Ti
6374,-5,33,0,5.556668,0,0,0,0,79.70652,14.73681,0,0,0,0,0,0.58875,578.9786,154.4157638,144.5402908,0.13523318,0.106376207,-12.40095215,1.800441475,0.205729023,3,Zr/Cu/Ti
6375,-5,35,0,5.127781,0,0,0,0,81.17754,13.69468,0,0,0,0,0,0.579,591.631,155.1771201,145.8958327,0.134707305,0.103761094,-11.72618232,1.807582556,0.199933009,3,Zr/Cu/Ti
6376,-5,37,0,4.698893,0,0,0,0,82.64855,12.65255,0,0,0,0,0,0.574,604.2834,157.1269782,148.439877,0.134181415,0.100881782,-11.01866128,1.814723432,0.19370079,3,Zr/Cu/Ti
6377,-5,39,0,4.270005,0,0,0,0,84.11957,11.61042,0,0,0,0,0,0.5685,616.9358,158.879785,150.7868697,0.133655538,0.097710361,-10.27839209,1.821864497,0.18698876,3,Zr/Cu/Ti
6378,-5,41,0,3.841118,0,0,0,0,85.59059,10.5683,0,0,0,0,0,0.571,629.5882,162.8511726,155.3524386,0.133129679,0.094212539,-9.505381498,1.829005712,0.179743242,3,Zr/Cu/Ti
6379,-3,-41,0,15.33203,0,0,0,0,47.17955,37.48842,0,0,0,0,0,0.8515,525.0515,202.5278526,179.5141023,0.146878875,0.122221717,-18.87600822,1.643386322,0.260709816,3,Zr/Cu/Ti
6380,-3,-39,0,15.17815,0,0,0,0,47.71678,37.10507,0,0,0,0,0,0.83,519.5201,195.3343624,172.5376174,0.146686984,0.122441389,-18.89622585,1.646002281,0.260651493,3,Zr/Cu/Ti
6381,-3,-37,0,15.02428,0,0,0,0,48.254,36.72172,0,0,0,0,0,0.82175,513.9886,191.3336698,168.753926,0.146495097,0.122647618,-18.91205665,1.648618212,0.260566883,3,Zr/Cu/Ti
6382,-3,-35,0,14.8704,0,0,0,0,48.79123,36.33837,0,0,0,0,0,0.81225,508.4572,187.0864454,164.7237068,0.146303206,0.122840368,-18.92350505,1.651234171,0.260455985,3,Zr/Cu/Ti
6383,-3,-33,0,14.71653,0,0,0,0,49.32845,35.95502,0,0,0,0,0,0.80825,502.9257,184.1398328,161.9940953,0.146111319,0.123019596,-18.93056675,1.653850102,0.260318742,3,Zr/Cu/Ti
6384,-3,-31,0,14.56265,0,0,0,0,49.86567,35.57167,0,0,0,0,0,0.80025,497.3943,180.3120242,158.3832922,0.145919415,0.123185261,-18.93324213,1.656465871,0.260155123,3,Zr/Cu/Ti
6385,-3,-29,0,14.36857,0,0,0,0,50.38857,35.24286,0,0,0,0,0,0.794,494.9486,178.0241023,156.3065387,0.14573,0.123316105,-18.94414543,1.658883702,0.260061419,3,Zr/Cu/Ti
6386,-3,-27,0,14.13429,0,0,0,0,50.89714,34.96857,0,0,0,0,0,0.78575,495.5886,176.4021603,154.8899366,0.14554303,0.123412521,-18.96398364,1.661103139,0.260043183,3,Zr/Cu/Ti
6387,-3,-25,0,13.9,0,0,0,0,51.40571,34.69429,0,0,0,0,0,0.78,496.2286,175.3374135,154.0305296,0.145356059,0.123495752,-18.98040014,1.663322547,0.260006022,3,Zr/Cu/Ti
6388,-3,-23,0,13.66571,0,0,0,0,51.91429,34.42,0,0,0,0,0,0.77425,492.2062,172.6340646,151.5325246,0.145169084,0.123565731,-18.993391,1.665542012,0.259949896,3,Zr/Cu/Ti
6389,-3,-21,0,13.46914,0,0,0,0,52.44714,34.08371,0,0,0,0,0,0.76725,485.5938,168.7750449,147.8887012,0.144976105,0.123644858,-18.98896095,1.668009071,0.259765416,3,Zr/Cu/Ti
6390,-3,-19,0,13.31029,0,0,0,0,53.00429,33.68543,0,0,0,0,0,0.76125,478.9813,165.1749051,144.5136053,0.144777175,0.123731826,-18.96615406,1.670724427,0.259445291,3,Zr/Cu/Ti
6391,-3,-17,0,13.15143,0,0,0,0,53.56143,33.28714,0,0,0,0,0,0.754,472.3687,161.3431979,140.9069506,0.1445782,0.1238037,-18.93861657,1.673439298,0.25909629,3,Zr/Cu/Ti
6392,-3,-15,0,12.99257,0,0,0,0,54.11857,32.88886,0,0,0,0,0,0.7485,465.7563,157.9242215,137.7130225,0.14437924,0.123860355,-18.90636378,1.676154302,0.25871835,3,Zr/Cu/Ti
6393,-3,-13,0,12.83371,0,0,0,0,54.67571,32.49057,0,0,0,0,0,0.738,459.1437,153.4981669,133.5120203,0.144180265,0.123901702,-18.86938579,1.678869173,0.258311299,3,Zr/Cu/Ti
6394,-3,-11,0,12.67486,0,0,0,0,55.23286,32.09229,0,0,0,0,0,0.7385,452.5312,151.3900139,131.6289112,0.143981335,0.123927602,-18.827698,1.681584529,0.257875056,3,Zr/Cu/Ti
6395,-3,-9,0,12.516,0,0,0,0,55.79,31.694,0,0,0,0,0,0.724,445.9187,146.2488479,126.7127977,0.14378236,0.123937972,-18.7812795,1.6842994,0.257409404,3,Zr/Cu/Ti
6396,-3,-7,0,12.35714,0,0,0,0,56.34714,31.29571,0,0,0,0,0,0.72225,439.3062,143.731873,124.4208753,0.143583385,0.123932668,-18.73014072,1.687014271,0.256914218,3,Zr/Cu/Ti
6397,-3,-5,0,12.19829,0,0,0,0,56.90429,30.89743,0,0,0,0,0,0.704,432.6938,137.9912451,118.9052913,0.143384455,0.123911542,-18.67429223,1.689729627,0.256389361,3,Zr/Cu/Ti
6398,-3,-3,0,12.03943,0,0,0,0,57.46143,30.49914,0,0,0,0,0,0.705,426.0813,136.0754544,117.214553,0.14318548,0.123874485,-18.61371293,1.692444498,0.25583458,3,Zr/Cu/Ti
6399,-3,-1,0,11.88057,0,0,0,0,58.01857,30.10086,0,0,0,0,0,0.68825,419.4688,130.7808289,112.1449759,0.14298652,0.123821329,-18.5484187,1.695159502,0.255249743,3,Zr/Cu/Ti
6400,-3,1,0,11.72171,0,0,0,0,58.57571,29.70257,0,0,0,0,0,0.68575,417.74,129.7687379,111.3579373,0.142787545,0.12375193,-18.47839891,1.697874373,0.25463459,3,Zr/Cu/Ti
6401,-3,3,0,11.56286,0,0,0,0,59.13286,29.30429,0,0,0,0,0,0.671,427.4067,129.9158228,111.7300661,0.142588615,0.123666106,-18.40366953,1.700589729,0.253988961,3,Zr/Cu/Ti
6402,-3,5,0,11.404,0,0,0,0,59.69,28.906,0,0,0,0,0,0.67575,437.0733,133.794584,115.8338798,0.14238964,0.123563714,-18.32420922,1.7033046,0.253312553,3,Zr/Cu/Ti
6403,-3,7,0,10.964,0,0,0,0,61.11,27.926,0,0,0,0,0,0.6525,446.74,132.0485261,114.6613743,0.14188044,0.123208684,-18.11236846,1.7101226,0.251543084,3,Zr/Cu/Ti
6404,-3,9,0,10.524,0,0,0,0,62.53,26.946,0,0,0,0,0,0.631,456.4067,130.4606603,113.6470609,0.14137124,0.122740216,-17.87042369,1.7169406,0.249574891,3,Zr/Cu/Ti
6405,-3,11,0,10.084,0,0,0,0,63.95,25.966,0,0,0,0,0,0.6345,466.0733,133.9627495,117.7227025,0.14086204,0.122154578,-17.59837492,1.7237586,0.247403231,3,Zr/Cu/Ti
6406,-3,13,0,9.644,0,0,0,0,65.37,24.986,0,0,0,0,0,0.63525,475.74,136.9028673,121.2363727,0.14035284,0.12144758,-17.29622215,1.7305766,0.245022696,3,Zr/Cu/Ti
6407,-3,15,0,9.204,0,0,0,0,66.79,24.006,0,0,0,0,0,0.598,485.4067,131.4937626,116.4008204,0.13984364,0.120614522,-16.96396538,1.7373946,0.242427131,3,Zr/Cu/Ti
6408,-3,17,0,8.764,0,0,0,0,68.21,23.026,0,0,0,0,0,0.597,495.0733,133.8881183,119.3687285,0.13933444,0.119650128,-16.60160462,1.7442126,0.239609549,3,Zr/Cu/Ti
6409,-3,19,0,8.324,0,0,0,0,69.63,22.046,0,0,0,0,0,0.585,504.74,133.7586237,119.8127863,0.13882524,0.118548466,-16.20913985,1.7510306,0.236562017,3,Zr/Cu/Ti
6410,-3,21,0,7.884,0,0,0,0,71.05,21.066,0,0,0,0,0,0.586,514.4067,136.5533738,123.1810888,0.13831604,0.117302853,-15.78657108,1.7578486,0.233275523,3,Zr/Cu/Ti
6411,-3,23,0,7.444,0,0,0,0,72.47,20.086,0,0,0,0,0,0.572,524.0733,135.7957772,122.9970446,0.13780684,0.115905735,-15.33389831,1.7646666,0.229739811,3,Zr/Cu/Ti
6412,-3,25,0,7.004,0,0,0,0,73.89,19.106,0,0,0,0,0,0.571,533.74,138.0587896,125.8336094,0.13729764,0.114348543,-14.85112154,1.7714846,0.225943183,3,Zr/Cu/Ti
6413,-3,27,0,6.564,0,0,0,0,75.31,18.126,0,0,0,0,0,0.556,543.4067,136.8667587,125.2151309,0.13678844,0.112621505,-14.33824078,1.7783026,0.221872244,3,Zr/Cu/Ti
6414,-3,29,0,6.13997,0,0,0,0,76.76566,17.09437,0,0,0,0,0,0.552,555.6474,138.9429663,127.8793213,0.136268074,0.110684411,-13.76961734,1.785370175,0.217286327,3,Zr/Cu/Ti
6415,-3,31,0,5.723534,0,0,0,0,78.29385,15.98262,0,0,0,0,0,0.506,571.3348,130.9602202,120.5138821,0.13572351,0.108456966,-13.12555889,1.792873247,0.211987325,3,Zr/Cu/Ti
6416,-3,33,0,5.296686,0,0,0,0,79.81188,14.89144,0,0,0,0,0,0.539,585.941,143.0674561,133.2343084,0.135181772,0.105996483,-12.45618565,1.800288185,0.206379316,3,Zr/Cu/Ti
6417,-3,35,0,4.867798,0,0,0,0,81.28289,13.84931,0,0,0,0,0,0.567,598.5934,153.7493134,144.5103518,0.134655882,0.103352097,-11.78095714,1.807429061,0.200607552,3,Zr/Cu/Ti
6418,-3,37,0,4.43891,0,0,0,0,82.75391,12.80718,0,0,0,0,0,0.561,611.2458,155.3377289,146.6929533,0.134130005,0.10044037,-11.0729806,1.814570126,0.194402597,3,Zr/Cu/Ti
6419,-3,39,0,4.010023,0,0,0,0,84.22492,11.76505,0,0,0,0,0,0.5535,623.8982,156.4334271,148.3828373,0.133604117,0.097232732,-10.33225355,1.821711018,0.187721499,3,Zr/Cu/Ti
6420,-3,41,0,3.581135,0,0,0,0,85.69594,10.72293,0,0,0,0,0,0.5575,636.5506,160.7592627,153.3028546,0.133078257,0.09369393,-9.558785835,1.828852216,0.180511465,3,Zr/Cu/Ti
6421,-1,-41,0,14.92784,0,0,0,0,47.05931,38.01285,0,0,0,0,0,0.8475,533.9087,204.9768933,181.9141355,0.146895505,0.122011892,-18.98647599,1.641528803,0.261533586,3,Zr/Cu/Ti
6422,-1,-39,0,14.77992,0,0,0,0,47.59866,37.62142,0,0,0,0,0,0.82325,527.9201,196.8784307,174.033541,0.146703251,0.122235831,-19.00732424,1.64417413,0.2614815,3,Zr/Cu/Ti
6423,-1,-37,0,14.632,0,0,0,0,48.138,37.22999,0,0,0,0,0,0.81375,521.9315,192.3989564,169.771935,0.146510984,0.122446266,-19.02370956,1.646819267,0.261402624,3,Zr/Cu/Ti
6424,-1,-35,0,14.48408,0,0,0,0,48.67735,36.83857,0,0,0,0,0,0.80475,515.9429,188.0878871,165.6787296,0.146318746,0.122643144,-19.03564436,1.649464727,0.261296976,3,Zr/Cu/Ti
6425,-1,-33,0,14.33616,0,0,0,0,49.21669,36.44714,0,0,0,0,0,0.8,509.9543,184.8074383,162.6161491,0.146126479,0.122826451,-19.04311187,1.652109864,0.261164461,3,Zr/Cu/Ti
6426,-1,-31,0,14.18825,0,0,0,0,49.75604,36.05571,0,0,0,0,0,0.79375,503.9657,181.2103168,159.2368915,0.145934241,0.122996118,-19.0461261,1.654755353,0.261005082,3,Zr/Cu/Ti
6427,-1,-29,0,13.99714,0,0,0,0,50.28,35.72286,0,0,0,0,0,0.7855,501.2914,178.3752708,156.6134495,0.145744628,0.123129312,-19.058132,1.657187706,0.260920524,3,Zr/Cu/Ti
6428,-1,-27,0,13.76286,0,0,0,0,50.78857,35.44857,0,0,0,0,0,0.7785,501.9314,177.0113785,155.4548971,0.145557658,0.123226437,-19.07990157,1.659407143,0.260916775,3,Zr/Cu/Ti
6429,-1,-25,0,13.52857,0,0,0,0,51.29714,35.17429,0,0,0,0,0,0.772,499.9812,174.8514253,153.5002838,0.145370687,0.123310364,-19.09824942,1.661626551,0.260894166,3,Zr/Cu/Ti
6430,-1,-23,0,13.332,0,0,0,0,51.83,34.838,0,0,0,0,0,0.7665,493.3688,171.3097349,150.1737895,0.14517772,0.123403936,-19.09960378,1.6640938,0.260747416,3,Zr/Cu/Ti
6431,-1,-21,0,13.17314,0,0,0,0,52.38714,34.43971,0,0,0,0,0,0.75875,486.7562,167.3047988,146.3939059,0.144978745,0.123505876,-19.08299203,1.666808671,0.260469282,3,Zr/Cu/Ti
6432,-1,-19,0,13.01429,0,0,0,0,52.94429,34.04143,0,0,0,0,0,0.754,480.1438,163.9988766,143.3130276,0.144779815,0.123592763,-19.06167038,1.669524027,0.260162551,3,Zr/Cu/Ti
6433,-1,-17,0,12.85543,0,0,0,0,53.50143,33.64314,0,0,0,0,0,0.74625,473.5312,160.0778141,139.6170175,0.14458084,0.123664539,-19.03561811,1.672238898,0.259827057,3,Zr/Cu/Ti
6434,-1,-15,0,12.69657,0,0,0,0,54.05857,33.24486,0,0,0,0,0,0.741,466.9187,156.7320008,136.4962525,0.14438188,0.123721078,-19.00485055,1.674953902,0.259462743,3,Zr/Cu/Ti
6435,-1,-13,0,12.53771,0,0,0,0,54.61571,32.84657,0,0,0,0,0,0.73125,460.3062,152.4793057,132.4686099,0.144182905,0.123762292,-18.96935778,1.677668773,0.259069442,3,Zr/Cu/Ti
6436,-1,-11,0,12.37886,0,0,0,0,55.17286,32.44829,0,0,0,0,0,0.73175,453.6937,150.3916353,130.6059835,0.143983975,0.123788043,-18.92915524,1.680384129,0.258647078,3,Zr/Cu/Ti
6437,-1,-9,0,12.22,0,0,0,0,55.73,32.05,0,0,0,0,0,0.717,447.0812,145.2124208,125.6518214,0.143785,0.123798246,-18.88422196,1.683099,0.258195442,3,Zr/Cu/Ti
6438,-1,-7,0,12.06114,0,0,0,0,56.28714,31.65171,0,0,0,0,0,0.7145,440.4688,142.5658758,123.2303289,0.143586025,0.123792757,-18.83456841,1.685813871,0.257714413,3,Zr/Cu/Ti
6439,-1,-5,0,11.90229,0,0,0,0,56.84429,31.25343,0,0,0,0,0,0.69725,433.8562,137.0353247,117.9248216,0.143387095,0.123771429,-18.78020516,1.688529227,0.25720386,3,Zr/Cu/Ti
6440,-1,-3,0,11.74343,0,0,0,0,57.40143,30.85514,0,0,0,0,0,0.6995,427.2437,135.3822066,116.496756,0.14318812,0.123734152,-18.72111109,1.691244098,0.256663539,3,Zr/Cu/Ti
6441,-1,-1,0,11.58457,0,0,0,0,57.95857,30.45686,0,0,0,0,0,0.68125,420.6313,129.8094481,111.1490459,0.14298916,0.123680757,-18.65730208,1.693959102,0.256093322,3,Zr/Cu/Ti
6442,-1,1,0,11.42571,0,0,0,0,58.51571,30.05857,0,0,0,0,0,0.6695,415.6467,126.0587859,107.6234362,0.142790185,0.123611101,-18.58876752,1.696673973,0.255492956,3,Zr/Cu/Ti
6443,-1,3,0,11.26686,0,0,0,0,59.07286,29.66029,0,0,0,0,0,0.66375,425.3133,127.8826714,109.6723655,0.142591255,0.123525001,-18.51552338,1.699389329,0.25486229,3,Zr/Cu/Ti
6444,-1,5,0,11.108,0,0,0,0,59.63,29.262,0,0,0,0,0,0.6495,434.98,127.981338,109.9960846,0.14239228,0.123422314,-18.4375483,1.7021042,0.254201027,3,Zr/Cu/Ti
6445,-1,7,0,10.668,0,0,0,0,61.05,28.282,0,0,0,0,0,0.65025,444.6467,130.9765771,113.5648761,0.14188308,0.123066419,-18.22948116,1.7089222,0.252470205,3,Zr/Cu/Ti
6446,-1,9,0,10.228,0,0,0,0,62.47,27.302,0,0,0,0,0,0.624,454.3133,128.4216491,111.5835005,0.14137388,0.122596951,-17.99131002,1.7157402,0.250541965,3,Zr/Cu/Ti
6447,-1,11,0,9.788,0,0,0,0,63.89,26.322,0,0,0,0,0,0.62975,463.98,132.3627065,116.0981103,0.14086468,0.122010167,-17.72303489,1.7225582,0.24841171,3,Zr/Cu/Ti
6448,-1,13,0,9.348,0,0,0,0,65.31,25.342,0,0,0,0,0,0.636,473.6467,136.4614034,120.7703596,0.14035548,0.121301869,-17.42465575,1.7293762,0.246074194,3,Zr/Cu/Ti
6449,-1,15,0,8.908,0,0,0,0,66.73,24.362,0,0,0,0,0,0.589,483.3133,128.9562048,113.8387134,0.13984628,0.120467343,-17.09617262,1.7361942,0.243523448,3,Zr/Cu/Ti
6450,-1,17,0,8.468,0,0,0,0,68.15,23.382,0,0,0,0,0,0.587,492.98,131.0888048,116.5448658,0.13933708,0.119501299,-16.73758548,1.7430122,0.240752696,3,Zr/Cu/Ti
6451,-1,19,0,8.028,0,0,0,0,69.57,22.402,0,0,0,0,0,0.576,502.6467,131.1545981,117.1842115,0.13882788,0.118397787,-16.34889434,1.7498302,0.237754245,3,Zr/Cu/Ti
6452,-1,21,0,7.588,0,0,0,0,70.99,21.422,0,0,0,0,0,0.571,512.3133,132.5164951,119.1196609,0.13831868,0.117150104,-15.93009921,1.7566482,0.234519363,3,Zr/Cu/Ti
6453,-1,23,0,7.148,0,0,0,0,72.41,20.442,0,0,0,0,0,0.563,521.98,133.1252572,120.3019754,0.13780948,0.115750671,-15.48120007,1.7634662,0.231038117,3,Zr/Cu/Ti
6454,-1,25,0,6.708,0,0,0,0,73.83,19.462,0,0,0,0,0,0.561,531.6467,135.1089708,122.8592414,0.13730028,0.114190889,-15.00219694,1.7702842,0.227299189,3,Zr/Cu/Ti
6455,-1,27,0,6.289553,0,0,0,0,75.26109,18.44936,0,0,0,0,0,0.544,543.3058,133.8879349,122.216261,0.136788607,0.112465612,-14.47846529,1.777227957,0.223159118,3,Zr/Cu/Ti
6456,-1,29,0,5.884283,0,0,0,0,76.74013,17.37558,0,0,0,0,0,0.551,557.8298,139.2359916,128.1617741,0.136261401,0.110512074,-13.89293758,1.784483069,0.218454585,3,Zr/Cu/Ti
6457,-1,31,0,5.467848,0,0,0,0,78.26832,16.26384,0,0,0,0,0,0.53,573.5172,137.6957445,127.2388293,0.135716855,0.108277611,-13.25173299,1.79198629,0.213215889,3,Zr/Cu/Ti
6458,-1,33,0,5.040247,0,0,0,0,79.84564,15.11411,0,0,0,0,0,0.5425,590.3679,145.0843873,135.2646335,0.135154892,0.105721849,-12.55131152,1.799736824,0.207375514,3,Zr/Cu/Ti
6459,-1,35,0,4.607815,0,0,0,0,81.38824,14.00394,0,0,0,0,0,0.555,605.5558,152.2458115,143.0491757,0.134604459,0.102939413,-11.8358345,1.807275565,0.201279717,3,Zr/Cu/Ti
6460,-1,37,0,4.178928,0,0,0,0,82.85926,12.96181,0,0,0,0,0,0.548,618.2082,153.4664764,144.8640262,0.134078584,0.099994851,-11.12740143,1.814416647,0.195101759,3,Zr/Cu/Ti
6461,-1,39,0,3.75004,0,0,0,0,84.33027,11.91969,0,0,0,0,0,0.5415,630.8606,154.7497897,146.7415215,0.133552711,0.096750467,-10.38622501,1.821557655,0.188451327,3,Zr/Cu/Ti
6462,-1,41,0,3.321152,0,0,0,0,85.80129,10.87756,0,0,0,0,0,0.542,643.513,157.9991728,150.5850906,0.133026834,0.093170009,-9.61229271,1.82869872,0.181276302,3,Zr/Cu/Ti
6463,1,-41,0,14.52365,0,0,0,0,46.93906,38.53728,0,0,0,0,0,0.839,542.7658,206.2873693,183.175604,0.146912122,0.121801699,-19.09612935,1.639671094,0.262341604,3,Zr/Cu/Ti
6464,1,-39,0,14.38169,0,0,0,0,47.48053,38.13778,0,0,0,0,0,0.81475,536.3201,197.9459611,175.0529226,0.146719521,0.12202991,-19.11763942,1.642345922,0.262296146,3,Zr/Cu/Ti
6465,1,-37,0,14.23973,0,0,0,0,48.022,37.73827,0,0,0,0,0,0.80725,529.8744,193.7667226,171.0924151,0.146526904,0.122244557,-19.13461139,1.645020617,0.262223381,3,Zr/Cu/Ti
6466,1,-35,0,14.09776,0,0,0,0,48.56347,37.33876,0,0,0,0,0,0.796,523.4286,188.742072,166.2864998,0.14633427,0.122445601,-19.14704783,1.64769515,0.262123305,3,Zr/Cu/Ti
